home_team,away_team,result,home_lineup,away_lineup
Arsenal,Stoke City,home,Petr Cech - Gabriel Paulista - Laurent Koscielny - Nacho Monreal - Shkodran Mustafi - Mesut Özil - Theo Walcott - Alex Oxlade-Chamberlain - Granit Xhaka - Francis Coquelin - Alexis Sánchez - ,Lee Grant - Marc Muniesa - Glen Johnson - Bruno Martins Indi - Erik Pieters - Charlie AdamPen. Scored - Mame Biram Diouf - Giannelli Imbula - Joe Allen - Marko Arnautovic - Xherdan Shaqiri - 
Burnley,AFC Bournemouth,home,Tom Heaton - Matthew Lowton - Michael Keane - Ben Mee - Stephen Ward - Dean Marney - Jeff Hendrick - Steven Defour - George Boyd  - Scott Arfield - Sam Vokes - ,Artur Boruc - Simon Francis - Steve Cook - Nathan Aké - Charlie Daniels - Dan Gosling - Harry Arter - Adam Smith - Ryan Fraser - Benik Afobe - Callum Wilson - 
Chelsea,West Bromwich Albion,home,Thibaut Courtois - Gary Cahill - César Azpilicueta - David Luiz - Marcos Alonso - N'Golo Kanté - Victor Moses - Nemanja Matic - Eden Hazard - Pedro - Diego Costa - ,Ben Foster - Allan-Roméo Nyom - Jonny Evans - Gareth McAuley - Craig Dawson - Claudio Yacob - James Morrison - Matt Phillips - Chris Brunt - Darren Fletcher - Salomón Rondón - 
Hull City,Crystal Palace,tie,David Marshall - Harry Maguire - Curtis Davies - Michael Dawson - Andrew Robertson - Tom Huddlestone - Sam Clucas - Jake Livermore - Ahmed El Mohamady - Robert Snodgrass Pen. Scored - Adama Diomande - ,Wayne Hennessey - Joel Ward - Scott Dann - Damien Delaney - Martin Kelly - Andros Townsend - Wilfried Zaha - Joe Ledley - James McArthur - Jason Puncheon - Christian BentekePen. Scored - 
Leicester City,Manchester City,home,Ron-Robert Zieler - Danny Simpson - Wes Morgan - Robert Huth - Christian Fuchs - Andy King - Marc Albrighton - Daniel Amartey - Riyad Mahrez - Jamie Vardy   - Islam Slimani - ,Claudio Bravo - Bacary Sagna - John Stones - Aleksandar Kolarov - Pablo Zabaleta - Fernando - Ilkay Gündogan - David Silva - Jesús Navas - Kevin De Bruyne - Kelechi Iheanacho - 
Liverpool,West Ham United,tie,Loris Karius - Nathaniel Clyne - Dejan Lovren - James Milner - Joel Matip - Georginio Wijnaldum - Jordan Henderson - Adam Lallana - Roberto Firmino - Sadio Mané - Divock Origi - ,Darren Randolph - Aaron Cresswell - Håvard Nordtveit - Winston Reid - Angelo Ogbonna - Pedro Obiang - Mark Noble - André Ayew - Dimitri Payet - Manuel Lanzini - Michail Antonio - 
Manchester United,Tottenham Hotspur,home,David de Gea - Phil Jones - Marcos Rojo - Luis Antonio Valencia - Matteo Darmian - Paul Pogba - Michael Carrick - Ander Herrera - Zlatan Ibrahimovic - Anthony Martial - Henrikh Mkhitaryan  - ,Hugo Lloris - Kyle Walker - Danny Rose - Toby Alderweireld - Jan Vertonghen - Son Heung-Min - Victor Wanyama - Mousa Dembélé - Dele Alli - Christian Eriksen - Harry Kane - 
Swansea City,Sunderland,home,Lukasz Fabianski - Jordi Amat - Neil Taylor - Alfie Mawson - Angel Rangel - Leon Britton - Wayne Routledge - Modou Barrow - Gylfi SigurdssonPen. Scored - Jay Fulton - Fernando Llorente  - ,Jordan Pickford - Billy Jones - Patrick van Aanholt - Papy Djilobodji - Lamine Koné - Jason Denayer - Sebastian Larsson - Didier Ndong - Steven Pienaar - Jermain Defoe - Victor Anichebe - 
Watford,Everton,home,Heurelho Gomes - Miguel Britos - Sebastian Prödl - Juan Camilo Zuñiga - José Holebas - Valon Behrami - Adlène Guédioura - Etienne Capoue - Nordin Amrabat - Troy Deeney - Stefano Okaka  - ,Maarten Stekelenburg - Leighton Baines - Ashley Williams - Séamus Coleman - Ramiro Funes Mori - Gerard Deulofeu - Kevin Mirallas - James McCarthy - Idrissa Gueye - Gareth Barry - Romelu Lukaku  - 
Southampton,Middlesbrough,home,Fraser Forster - José Fonte - Cuco Martina - Virgil van Dijk - Sam McQueen - Jordy Clasie - Oriol Romeu - James Ward-Prowse - Jay Rodriguez - Dusan Tadic - Sofiane Boufal  - ,Víctor Valdés - Fabio - Ben Gibson - Antonio Barragán - Calum Chambers - Adam Clayton - Marten de Roon - Adam Forshaw - Cristhian Stuani - Jordan Rhodes - Viktor Fischer - 
AFC Bournemouth,Leicester City,home,Artur Boruc - Simon Francis - Steve Cook - Nathan Aké - Charlie Daniels - Joshua King - Marc Pugh - Harry Arter - Adam Smith - Jack Wilshere - Benik Afobe - ,Ron-Robert Zieler - Luis Hernández - Wes Morgan - Robert Huth - Christian Fuchs - Andy King - Marc Albrighton - Daniel Amartey - Riyad Mahrez - Jamie Vardy - Islam Slimani - 
Crystal Palace,Manchester United,away,Wayne Hennessey - Joel Ward - Scott Dann - Damien Delaney - Martin Kelly - Mathieu Flamini - Yohan Cabaye - Chung-Yong Lee - James McArthur - Wilfried Zaha - Christian Benteke - ,David de Gea - Eric Bailly - Phil Jones - Marcos Rojo - Daley Blind - Paul Pogba  - Michael Carrick - Ander Herrera - Juan Mata - Zlatan Ibrahimovic - Wayne Rooney - 
Middlesbrough,Liverpool,away,Víctor Valdés - Fabio - Ben Gibson - Antonio Barragán - Calum Chambers - Adam Clayton - Marten de Roon - Adam Forshaw - Álvaro Negredo - Viktor Fischer - Adama Traoré - ,Simon Mignolet - Nathaniel Clyne - Dejan Lovren - James Milner - Ragnar Klavan - Georginio Wijnaldum - Jordan Henderson - Adam Lallana  - Roberto Firmino - Sadio Mané - Divock Origi - 
Sunderland,Chelsea,away,Jordan Pickford - Papy Djilobodji - John O'Shea - Lamine Koné - Billy Jones - Patrick van Aanholt - Jason Denayer - Jan Kirchhoff - Fabio Borini - Jermain Defoe - Adnan Januzaj - ,Thibaut Courtois - Gary Cahill - César Azpilicueta - David Luiz - Marcos Alonso - Cesc Fàbregas - N'Golo Kanté - Victor Moses - Willian - Pedro - Diego Costa - 
West Bromwich Albion,Swansea City,home,Ben Foster - Allan-Roméo Nyom - Jonas Olsson - Chris Brunt - Gareth McAuley - Claudio Yacob - James Morrison - Matt Phillips - Nacer Chadli - Darren Fletcher - Salomón Rondón   - ,Lukasz Fabianski - Jordi Amat - Neil Taylor - Alfie Mawson - Angel Rangel - Leon Britton - Wayne Routledge - Jefferson Montero - Gylfi Sigurdsson - Jay Fulton - Fernando Llorente - 
West Ham United,Burnley,home,Darren Randolph - Winston Reid - Cheikhou Kouyaté - Angelo Ogbonna - Aaron Cresswell - Pedro Obiang - Mark Noble - Michail Antonio - Andy Carroll - Dimitri Payet - Manuel Lanzini - ,Tom Heaton - Matthew Lowton - Michael Keane - Ben Mee - Stephen Ward - Dean Marney - Jeff Hendrick - George Boyd - Scott Arfield - Andre Gray - Sam Vokes - 
Everton,Arsenal,home,Maarten Stekelenburg - Leighton Baines - Ashley Williams - Phil Jagielka  - Séamus Coleman - Ross Barkley - James McCarthy - Idrissa Gueye - Romelu Lukaku - Aaron Lennon - Enner Valencia - ,Petr Cech - Héctor Bellerín - Gabriel Paulista - Laurent Koscielny - Nacho Monreal - Mesut Özil - Theo Walcott - Alex Oxlade-Chamberlain - Francis Coquelin - Granit Xhaka - Alexis Sánchez - 
Manchester City,Watford,home,Claudio Bravo - Pablo Zabaleta  - Aleksandar Kolarov - Gaël Clichy - Nicolás Otamendi - Raheem Sterling - Ilkay Gündogan - Kevin De Bruyne - David Silva - Yaya Touré - Nolito - ,Heurelho Gomes - Daryl Janmaat - Miguel Britos - Sebastian Prödl - José Holebas - Nordin Amrabat - Adlène Guédioura - Etienne Capoue - Roberto Pereyra - Jerome Sinclair - Odion Ighalo - 
Stoke City,Southampton,tie,Lee Grant - Erik Pieters - Glen Johnson - Bruno Martins Indi - Ryan Shawcross - Joe Allen - Glenn Whelan - Marko Arnautovic - Charlie Adam - Xherdan Shaqiri - Jonathan Walters - ,Fraser Forster - José Fonte - Cuco Martina - Virgil van Dijk - Ryan Bertrand - Steven Davis - Oriol Romeu - James Ward-Prowse - Sofiane Boufal - Nathan Redmond - Shane Long - 
Tottenham Hotspur,Hull City,home,Hugo Lloris - Toby Alderweireld - Jan Vertonghen - Eric Dier - Kyle Walker - Danny Rose - Victor Wanyama - Christian Eriksen  - Harry Kane - Moussa Sissoko - Dele Alli - ,David Marshall - Harry Maguire - Curtis Davies - Michael Dawson - Andrew Robertson - Tom Huddlestone - Sam Clucas - Jake Livermore - Ahmed El Mohamady - Robert Snodgrass - Adama Diomande - 
AFC Bournemouth,Southampton,away,Artur Boruc - Simon Francis - Steve Cook - Nathan Aké - Charlie Daniels - Marc Pugh - Joshua King - Harry Arter - Adam Smith - Jack Wilshere - Callum Wilson - ,Fraser Forster - Cédric Soares - Maya Yoshida - Virgil van Dijk - Ryan Bertrand - Jordy Clasie - Harrison Reed - Pierre-Emile Højbjerg - Jay Rodriguez  - Sofiane Boufal - Nathan Redmond - 
Crystal Palace,Chelsea,away,Wayne Hennessey - Joel Ward - Scott Dann - Damien Delaney - Martin Kelly - Yohan Cabaye - Wilfried Zaha - Joe Ledley - James McArthur - Jason Puncheon - Christian Benteke - ,Thibaut Courtois - Gary Cahill - César Azpilicueta - David Luiz - Marcos Alonso - N'Golo Kanté - Victor Moses - Nemanja Matic - Eden Hazard - Willian - Diego Costa  - 
Everton,Liverpool,away,Maarten Stekelenburg - Leighton Baines - Ashley Williams - Séamus Coleman - Ramiro Funes Mori - Ross Barkley - Aaron Lennon - James McCarthy - Idrissa Gueye - Enner Valencia - Romelu Lukaku - ,Simon Mignolet - Nathaniel Clyne - Dejan Lovren - James Milner - Ragnar Klavan - Georginio Wijnaldum - Jordan Henderson - Adam Lallana - Roberto Firmino - Sadio Mané - Divock Origi - 
Manchester City,Arsenal,home,Claudio Bravo - Pablo Zabaleta - Aleksandar Kolarov - Gaël Clichy - Nicolás Otamendi - Fernando - Kevin De Bruyne - Leroy Sané - David Silva - Yaya Touré - Raheem Sterling - ,Petr Cech - Héctor Bellerín - Gabriel Paulista - Laurent Koscielny - Nacho Monreal - Mesut Özil - Theo Walcott - Alex Iwobi - Francis Coquelin - Granit Xhaka - Alexis Sánchez - 
Middlesbrough,Swansea City,home,Víctor Valdés - Fabio - Ben Gibson - Antonio Barragán - Calum Chambers - Adam Clayton - Marten de Roon - Adam Forshaw - Gastón Ramírez - Álvaro Negredo Pen. Scored  - Viktor Fischer - ,Lukasz Fabianski - Jordi Amat - Neil Taylor - Alfie Mawson - Angel Rangel - Leon Britton - Wayne Routledge - Modou Barrow - Gylfi Sigurdsson - Jay Fulton - Fernando Llorente - 
Stoke City,Leicester City,tie,Lee Grant - Erik Pieters - Glen Johnson - Bruno Martins Indi - Ryan Shawcross - Joe Allen - Glenn Whelan - Mame Biram Diouf - Giannelli Imbula - BojanPen. Scored - Jonathan Walters - ,Kasper Schmeichel - Danny Simpson - Wes Morgan - Robert Huth - Christian Fuchs - Andy King - Marc Albrighton - Daniel Amartey - Riyad Mahrez - Jamie Vardy - Islam Slimani - 
Sunderland,Watford,home,Jordan Pickford - Patrick van Aanholt - Papy Djilobodji - Donald Love - Lamine Koné - Jason Denayer - Fabio Borini - Didier Ndong - Victor Anichebe - Adnan Januzaj - Jermain Defoe - ,Heurelho Gomes - Miguel Britos - Younes Kaboul - Sebastian Prödl - José Holebas - Nordin Amrabat - Valon Behrami - Juan Camilo Zuñiga - Etienne Capoue - Troy Deeney - Odion Ighalo - 
Tottenham Hotspur,Burnley,home,Hugo Lloris - Kyle Walker - Danny Rose - Jan Vertonghen - Eric Dier - Victor Wanyama - Mousa Dembélé - Dele Alli - Christian Eriksen - Harry Winks - Harry Kane - ,Tom Heaton - Matthew Lowton - Michael Keane - Ben Mee - Stephen Ward - Dean Marney - Jeff Hendrick - George Boyd - Scott Arfield - Andre Gray - Ashley Barnes  - 
West Bromwich Albion,Manchester United,away,Ben Foster - Allan-Roméo Nyom - Jonas Olsson - Gareth McAuley - Craig Dawson - Claudio Yacob - Matt Phillips - Nacer Chadli - Chris Brunt - Darren Fletcher - Salomón Rondón - ,David de Gea - Phil Jones - Marcos Rojo - Luis Antonio Valencia - Matteo Darmian - Paul Pogba - Michael Carrick - Ander Herrera - Zlatan Ibrahimovic   - Wayne Rooney - Jesse Lingard - 
West Ham United,Hull City,home,Darren Randolph - Winston Reid - Cheikhou Kouyaté - Angelo Ogbonna - Aaron Cresswell - Pedro Obiang - Mark Noble Pen. Scored - Michail Antonio - Andy Carroll - Dimitri Payet - Manuel Lanzini - ,David Marshall - Harry Maguire - Curtis Davies - Michael Dawson - Andrew Robertson - Tom Huddlestone - Sam Clucas - Jake Livermore - Ahmed El Mohamady - Robert Snodgrass - Dieudonne Mbokani Bezua - 
Arsenal,West Bromwich Albion,home,Petr Cech - Héctor Bellerín - Kieran Gibbs - Gabriel Paulista - Laurent Koscielny - Alexis Sánchez - Mesut Özil - Alex Iwobi - Francis Coquelin - Granit Xhaka - Olivier Giroud  - ,Ben Foster - Allan-Roméo Nyom - Jonny Evans - Gareth McAuley - Craig Dawson - Claudio Yacob - Nacer Chadli - Matt Phillips - Chris Brunt - Darren Fletcher - Salomón Rondón - 
Burnley,Middlesbrough,home,Tom Heaton - Jon Flanagan - Michael Keane - Ben Mee - Stephen Ward - Dean Marney - Jeff Hendrick - George Boyd - Scott Arfield - Andre Gray  - Ashley Barnes - ,Víctor Valdés - Fabio - Ben Gibson - Antonio Barragán - Calum Chambers - Adam Clayton - Marten de Roon - Adam Forshaw - Gastón Ramírez - Cristhian Stuani - Álvaro Negredo - 
Chelsea,AFC Bournemouth,home,Thibaut Courtois - Gary Cahill - César Azpilicueta - David Luiz - Marcos Alonso - Cesc Fàbregas - Victor Moses - Nemanja Matic - Eden HazardPen. Scored - Willian - Pedro  - ,Artur Boruc - Simon Francis - Steve CookOwn  - Charlie Daniels - Dan Gosling - Andrew Surman - Harry Arter - Brad Smith - Adam Smith - Joshua King - Jack Wilshere - 
Hull City,Manchester City,away,David Marshall - Harry Maguire - Curtis DaviesOwn  - Michael Dawson - Andrew Robertson - Tom Huddlestone - Sam Clucas - Jake Livermore - Ahmed El Mohamady - Robert Snodgrass - Dieudonne Mbokani Bezua - ,Claudio Bravo - Bacary Sagna - John Stones - Gaël Clichy - Nicolás Otamendi - Raheem Sterling - Nolito - David Silva - Fernandinho - Yaya TouréPen. Scored - Kevin De Bruyne - 
Leicester City,Everton,away,Kasper Schmeichel - Danny Simpson - Ben Chilwell - Wes Morgan - Marcin Wasilewski - Demarai Gray - Andy King - Marc Albrighton - Daniel Amartey - Islam Slimani - Shinji Okazaki - ,Joel Robles - Ashley Williams - Ramiro Funes Mori - Mason Holgate - Leighton Baines - Idrissa Gueye - Gareth Barry - Séamus Coleman - Romelu Lukaku - Kevin Mirallas - Aaron Lennon - 
Liverpool,Stoke City,home,Simon Mignolet - Nathaniel Clyne - Dejan Lovren - James Milner - Ragnar Klavan - Georginio Wijnaldum - Jordan Henderson - Adam Lallana - Roberto Firmino - Sadio Mané - Divock Origi - ,Lee Grant - Glen Johnson - Bruno Martins Indi - Ryan Shawcross - Erik Pieters - Joe Allen - Glenn Whelan - Mame Biram Diouf - Giannelli ImbulaOwn  - Jonathan Walters - Peter Crouch - 
Manchester United,Sunderland,home,David de Gea - Phil Jones - Marcos Rojo - Daley Blind  - Luis Antonio Valencia - Paul Pogba - Michael Carrick - Ander Herrera - Juan Mata - Zlatan Ibrahimovic - Jesse Lingard - ,Jordan Pickford - Billy Jones - Patrick van Aanholt - Papy Djilobodji - Lamine Koné - Jason Denayer - Sebastian Larsson - Didier Ndong - Fabio Borini  - Jermain Defoe - Victor Anichebe - 
Southampton,Tottenham Hotspur,away,Fraser Forster - Cédric Soares - José Fonte - Virgil van Dijk - Ryan Bertrand - Steven Davis - Oriol Romeu - James Ward-Prowse - Jay Rodriguez - Sofiane Boufal - Nathan Redmond - ,Hugo Lloris - Kyle Walker - Danny Rose - Jan Vertonghen - Eric Dier - Victor Wanyama - Moussa Sissoko - Mousa Dembélé - Dele Alli  - Christian Eriksen - Harry Kane - 
Swansea City,West Ham United,away,Lukasz Fabianski - Mike van der Hoorn - Alfie Mawson - Angel Rangel - Stephen Kingsley - Leon Britton - Jack Cork - Jay Fulton - Borja Bastón - Wayne Routledge - Gylfi Sigurdsson - ,Darren Randolph - Aaron Cresswell - Håvard Nordtveit - Winston Reid - Angelo Ogbonna - Cheikhou Kouyaté - Mark Noble - André Ayew - Dimitri Payet - Michail Antonio - Andy Carroll - 
Watford,Crystal Palace,tie,Heurelho Gomes - Miguel Britos - Younes Kaboul - Sebastian Prödl - Daryl Janmaat - Valon Behrami - Adlène Guédioura - José Holebas - Nordin Amrabat - Odion Ighalo - Etienne Capoue - ,Wayne Hennessey - Joel Ward - Scott Dann - Damien Delaney - Martin Kelly - Mathieu Flamini - Yohan Cabaye - Andros Townsend - Wilfried Zaha - Jason Puncheon - Christian Benteke - 
Arsenal,Crystal Palace,home,Petr Cech - Héctor Bellerín - Gabriel Paulista - Laurent Koscielny - Nacho Monreal - Mohamed Elneny - Alexis Sánchez - Alex Iwobi - Lucas Pérez - Granit Xhaka - Olivier Giroud - ,Wayne Hennessey - Joel Ward - James Tomkins - Scott Dann - Martin Kelly - Mathieu Flamini - Yohan Cabaye - Andros Townsend - Wilfried Zaha - Jason Puncheon - Christian Benteke - 
Burnley,Sunderland,home,Tom Heaton - Matthew Lowton - Michael Keane - Ben Mee - Stephen Ward - Dean Marney - Steven Defour - George Boyd - Scott Arfield - Andre Gray   - Ashley BarnesPen. Scored - ,Vito Mannone - Billy Jones - Patrick van Aanholt - Papy Djilobodji - Lamine Koné - Sebastian Larsson - Fabio Borini - John O'Shea - Victor Anichebe - Adnan Januzaj - Jermain Defoe - 
Chelsea,Stoke City,home,Thibaut Courtois - Gary Cahill - César Azpilicueta - David Luiz - Marcos Alonso - Cesc Fàbregas - N'Golo Kanté - Victor Moses - Willian  - Eden Hazard - Diego Costa - ,Lee Grant - Glen Johnson - Bruno Martins Indi - Ryan Shawcross - Erik Pieters - Joe Allen - Charlie Adam - Mame Biram Diouf - Ibrahim Afellay - Xherdan Shaqiri - Peter Crouch - 
Hull City,Everton,tie,David MarshallOwn  - Harry Maguire - Curtis Davies - Michael Dawson - Andrew Robertson - David Meyler - Robert Snodgrass - Jake Livermore - Ahmed El Mohamady - Adama Diomande - Dieudonne Mbokani Bezua - ,Joel Robles - Leighton Baines - Ashley Williams - Phil Jagielka - Séamus Coleman - Ross Barkley - Kevin Mirallas - Idrissa Gueye - Gareth Barry - Enner Valencia - Romelu Lukaku - 
Leicester City,West Ham United,home,Kasper Schmeichel - Danny Simpson - Ben Chilwell - Wes Morgan - Robert Huth - Daniel Drinkwater - Demarai Gray - Marc Albrighton - Daniel Amartey - Riyad Mahrez - Islam Slimani - ,Darren Randolph - Aaron Cresswell - Håvard Nordtveit - Winston Reid - Angelo Ogbonna - Cheikhou Kouyaté - Mark Noble - André Ayew - Dimitri Payet - Michail Antonio - Andy Carroll - 
Liverpool,Manchester City,home,Simon Mignolet - Nathaniel Clyne - Dejan Lovren - James Milner - Ragnar Klavan - Georginio Wijnaldum - Jordan Henderson - Emre Can - Roberto Firmino - Sadio Mané - Adam Lallana - ,Claudio Bravo - Pablo Zabaleta - John Stones - Aleksandar Kolarov - Nicolás Otamendi - Raheem Sterling - Kevin De Bruyne - David Silva - Fernandinho - Yaya Touré - Sergio Agüero - 
Manchester United,Middlesbrough,home,David de Gea - Eric Bailly - Chris Smalling - Daley Blind - Luis Antonio Valencia - Paul Pogba - Ander Herrera - Marouane Fellaini - Anthony Martial - Zlatan Ibrahimovic - Henrikh Mkhitaryan - ,Víctor Valdés - Bernardo Espinosa - George Friend - Ben Gibson - Calum Chambers - Grant Leadbitter - Marten de Roon - Stewart Downing - Adam Forshaw - Adama Traoré - Álvaro Negredo - 
Southampton,West Bromwich Albion,away,Fraser Forster - Maya Yoshida - Cuco Martina - Virgil van Dijk  - Sam McQueen - Steven Davis - Oriol Romeu - Pierre-Emile Højbjerg - Shane Long - Dusan Tadic - Sofiane Boufal - ,Ben Foster - Allan-Roméo Nyom - Jonny Evans - Gareth McAuley - Craig Dawson - Claudio Yacob - Nacer Chadli - Matt Phillips - Chris Brunt - Darren Fletcher - Hal Robson-Kanu  - 
Swansea City,AFC Bournemouth,away,Lukasz Fabianski - Jordi Amat - Neil Taylor - Alfie Mawson - Kyle Naughton - Ki Sung-Yueng - Leon Britton - Leroy Fer - Nathan Dyer - Gylfi Sigurdsson - Fernando Llorente - ,Artur Boruc - Simon Francis - Steve Cook - Nathan Aké - Charlie Daniels - Andrew Surman - Harry Arter - Junior Stanislas - Ryan Fraser - Jack Wilshere - Benik Afobe - 
Watford,Tottenham Hotspur,away,Heurelho Gomes - Younes Kaboul - Sebastian Prödl - Craig Cathcart - Nordin Amrabat - Adlène Guédioura - José Holebas - Etienne Capoue - Troy Deeney - Abdoulaye Doucouré - Odion Ighalo - ,Hugo Lloris - Toby Alderweireld - Eric Dier - Kevin Wimmer - Kieran Trippier - Danny Rose - Victor Wanyama - Dele Alli  - Christian Eriksen - Son Heung-Min - Harry Kane  - 
